,language,region,quoteType,typeDisp,quoteSourceName,triggerable,customPriceAlertConfidence,currency,financialCurrency,shortName,regularMarketChangePercent,hasPrePostMarketData,firstTradeDateMilliseconds,priceHint,regularMarketChange,regularMarketTime,regularMarketPrice,regularMarketDayHigh,regularMarketDayRange,regularMarketDayLow,regularMarketVolume,regularMarketPreviousClose,bidSize,askSize,market,messageBoardId,fullExchangeName,longName,regularMarketOpen,averageDailyVolume3Month,averageDailyVolume10Day,corporateActions,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekChangePercent,earningsTimestamp,earningsTimestampStart,earningsTimestampEnd,earningsCallTimestampStart,earningsCallTimestampEnd,isEarningsDateEstimate,trailingAnnualDividendRate,trailingPE,dividendRate,trailingAnnualDividendYield,marketState,epsTrailingTwelveMonths,epsForward,epsCurrentYear,priceEpsCurrentYear,sharesOutstanding,bookValue,fiftyDayAverage,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverage,twoHundredDayAverageChange,twoHundredDayAverageChangePercent,forwardPE,priceToBook,sourceInterval,exchangeDataDelayedBy,exchangeTimezoneName,exchangeTimezoneShortName,gmtOffSetMilliseconds,esgPopulated,tradeable,cryptoTradeable,ask,marketCap,bid,exchange,fiftyTwoWeekHigh,fiftyTwoWeekLow,averageAnalystRating,dividendYield,symbol,prevName,nameChangeDate
20,en-US,US,EQUITY,Equity,Free Realtime Quote,FALSE,LOW,INR,INR,ADANI PORT & SEZ LTD,0.36159694,FALSE,1.19614E+12,2,5.2999268,1767861758,1470.6,1489,1465.5 - 1489.0,1465.5,1426879,1465.3,0,0,in_market,finmb_27674009,NSE,Adani Ports and Special Economic Zone Limited,1468,1919152,1493183,[],459.84998,0.45495915,1010.75 - 1549.0,-78.400024,-0.050613314,29.403448,1762250400,1762250400,1762250400,1746097140,1746097140,FALSE,7,26.54992,7,0.004777179,REGULAR,55.39,69.83773,60.20722,24.425642,2303959098,310.464,1486.9,-16.300049,-0.010962438,1398.5708,72.029175,0.051501986,21.057384,4.736781,15,15,Asia/Kolkata,IST,19800000,FALSE,FALSE,FALSE,1471.4,3.38854E+12,1471,NSI,1549,1010.75,1.1 - Strong Buy,0.48,ADANIPORTS.NS,,
21,en-US,US,EQUITY,Equity,Free Realtime Quote,FALSE,LOW,INR,INR,NTPC LTD,-1.3474805,FALSE,1.09963E+12,2,-4.700012,1767861759,344.15,349.8,342.2 - 349.8,342.2,5253031,348.85,0,0,in_market,finmb_9673133,NSE,NTPC Limited,346.75,8287163,11365999,[],51.350006,0.17537571,292.8 - 371.45,-27.300018,-0.073495805,8.896518,1761818400,1769680800,1769680800,1761831000,1761831000,TRUE,8.6,18.403742,11.1,0.02465243,REGULAR,18.7,26.9056,24.38238,14.114701,9696666134,198.221,328.026,16.123993,0.049154617,337.25674,6.8932495,0.020439174,12.791018,1.7361934,15,15,Asia/Kolkata,IST,19800000,FALSE,FALSE,FALSE,344.15,3.33711E+12,344.1,NSI,371.45,292.8,1.5 - Buy,3.18,NTPC.NS,,
22,en-US,US,EQUITY,Equity,Free Realtime Quote,FALSE,LOW,INR,INR,BAJAJ FINSERV LTD.,-1.1962217,FALSE,1.02912E+12,2,-24.300049,1767861758,2007.6,2029.1,1989.2 - 2029.1,1989.2,473424,2031.9,0,0,in_market,finmb_41356562,NSE,Bajaj Finserv Ltd.,2021,1069000,1523274,[],390.59998,0.24155843,1617.0 - 2195.0,-187.40002,-0.08537587,20.20943,1762855200,1769680800,1769680800,1762860600,1762860600,TRUE,0,33.493492,1,0,REGULAR,59.94,80.76056,65.07927,30.848534,1596246827,480.6,2057.368,-49.767944,-0.024190104,2022.5183,-14.918335,-0.007376119,24.85867,4.1772785,15,15,Asia/Kolkata,IST,19800000,FALSE,FALSE,FALSE,2007.6,3.20542E+12,2007.8,NSI,2195,1617,2.1 - Buy,0.05,BAJAJFINSV.NS,Bajaj Finserv Limited,08-01-2026
23,en-US,US,EQUITY,Equity,Free Realtime Quote,FALSE,LOW,INR,INR,BHARAT ELECTRONICS LTD,0.62552774,FALSE,1.0255E+12,2,2.600006,1767861760,418.25,422.95,415.7 - 422.95,415.7,15826223,415.65,0,0,in_market,finmb_8910862,NSE,Bharat Electronics Limited,415.7,13284902,15272240,[],178,0.7408949,240.25 - 436.0,-17.75,-0.040711008,47.786667,1761904800,1761904800,1761904800,1761906600,1761906600,FALSE,0,53.82883,2.4,0,REGULAR,7.77,9.88797,8.40887,49.739147,7309778829,29.476,406.896,11.354004,0.027903946,384.72974,33.520264,0.087126784,42.298874,14.18951,15,15,Asia/Kolkata,IST,19800000,FALSE,FALSE,FALSE,418.5,3.05731E+12,418.35,NSI,436,240.25,1.9 - Buy,0.58,BEL.NS,,
24,en-US,US,EQUITY,Equity,Free Realtime Quote,FALSE,LOW,INR,INR,HINDUSTAN AERONAUTICS LTD,-0.44408327,FALSE,1.52264E+12,2,-20.100098,1767861758,4505,4579,4493.1 - 4579.0,4493.1,815221,4525.1,0,0,in_market,finmb_9141170,NSE,Hindustan Aeronautics Limited,4526,938195,694955,[],1458.95,0.47896454,3046.05 - 5165.0,-660,-0.12778315,10.439671,1762941600,1770890400,1770890400,1715941800,1715941800,TRUE,15,35.556435,40,0.003314844,REGULAR,126.7,152.66093,131.7511,34.193264,668775000,555.023,4508.058,-3.0581055,-0.000678364,4636.8945,-131.89453,-0.028444583,29.509842,8.11678,15,15,Asia/Kolkata,IST,19800000,FALSE,FALSE,FALSE,4505,3.01283E+12,4506.5,NSI,5165,3046.05,1.6 - Buy,0.88,HAL.NS,,
25,en-US,US,EQUITY,Equity,Free Realtime Quote,FALSE,LOW,INR,INR,OIL AND NATURAL GAS CORP.,-3.163576,FALSE,8.20468E+11,2,-7.5599976,1767861760,231.5,238.89,231.1 - 238.89,231.1,6677781,239.06,0,0,in_market,finmb_882940,NSE,Oil and Natural Gas Corporation Limited,238.2,8393997,9571709,[],26.5,0.12926829,205.0 - 272.59,-41.089996,-0.1507392,-9.164828,1762768800,1769767200,1769767200,1755079200,1755079200,TRUE,12.25,7.9498625,18.25,0.051242366,REGULAR,29.12,37.55713,35.06012,6.602944,12580279206,292.589,242.908,-11.408005,-0.046964303,241.7474,-10.247406,-0.042388897,6.163943,0.79121226,15,15,Asia/Kolkata,IST,19800000,FALSE,FALSE,FALSE,231.5,2.91294E+12,231.44,NSI,272.59,205,2.3 - Buy,7.63,ONGC.NS,,
26,en-US,US,EQUITY,Equity,Free Realtime Quote,FALSE,LOW,INR,INR,ADANI ENTERPRISES LIMITED,-2.1366436,FALSE,1.0255E+12,2,-48.600098,1767861758,2225.5,2275.9,2208.2 - 2275.9,2208.2,551586,2274.1,0,0,in_market,finmb_883013,NSE,Adani Enterprises Limited,2275,1219685,739631,[],198.94995,0.09817174,2026.55 - 2695.0,-469.5,-0.1742115,-8.224708,1762250400,1762250400,1762250400,1746097140,1746097140,FALSE,1.3,34.338837,1.26,0.000571655,REGULAR,64.81,44.02,32.39,68.70948,1154180729,445.61,2309.356,-83.85596,-0.036311403,2420.5852,-195.0852,-0.080594234,50.556564,4.9942775,15,15,Asia/Kolkata,IST,19800000,FALSE,FALSE,FALSE,2226.7,2.87686E+12,2225.4,NSI,2695,2026.55,,0.06,ADANIENT.NS,,
27,en-US,US,EQUITY,Equity,Free Realtime Quote,FALSE,LOW,INR,INR,JSW STEEL LIMITED,-2.6399887,FALSE,1.05237E+12,2,-31.400024,1767861759,1158.4,1190,1153.9 - 1190.0,1153.9,913326,1189.8,0,0,in_market,finmb_881242,NSE,JSW Steel Limited,1190,1626449,1949376,[],278.40002,0.31636366,880.0 - 1223.9,-65.5,-0.053517442,33.542847,1760695200,1760695200,1760695200,1760702400,1760702400,FALSE,0,47.032078,2.8,0,REGULAR,24.63,64.70426,43.48406,26.639648,2442547305,340.317,1144.948,13.452026,0.011749028,1075.147,83.25305,0.077434115,17.902994,3.4038854,15,15,Asia/Kolkata,IST,19800000,FALSE,FALSE,FALSE,1158.4,2.82945E+12,1158,NSI,1223.9,880,2.5 - Buy,0.24,JSWSTEEL.NS,,
28,en-US,US,EQUITY,Equity,Free Realtime Quote,FALSE,LOW,INR,INR,ADANI POWER LTD,-1.8786719,FALSE,1.25074E+12,2,-2.75,1767861758,143.62,147.55,143.28 - 147.55,143.28,7315121,146.37,0,0,in_market,finmb_37293443,NSE,Adani Power Limited,146.37,28218169,17296252,[],54.619995,0.6137078,89.0 - 182.7,-39.08,-0.2139026,46.987343,1761818400,1769594400,1769594400,1761825600,1761825600,TRUE,0,23.46732,,0,REGULAR,6.12,7.022,6.074,23.645044,19284694705,30.287,147.5744,-3.9544067,-0.02679602,128.8975,14.722488,0.11421856,20.452862,4.741968,15,15,Asia/Kolkata,IST,19800000,FALSE,FALSE,FALSE,143.59,2.76967E+12,143.54,NSI,182.7,89,1.2 - Strong Buy,,ADANIPOWER.NS,,
29,en-US,US,EQUITY,Equity,Free Realtime Quote,FALSE,LOW,INR,INR,WIPRO LTD,-2.9346554,FALSE,8.20468E+11,2,-7.9499817,1767861760,262.85,270.9,262.55 - 270.9,262.55,6796068,270.8,0,0,in_market,finmb_598611,NSE,Wipro Limited,270.9,8424736,5637306,[],34.850006,0.15285091,228.0 - 324.6,-61.75,-0.19023412,-7.3554573,1768557600,1768557600,1768557600,1768570200,1768570200,FALSE,5,20.439348,11,0.01846381,REGULAR,12.86,13.48735,12.74568,20.622675,10475318393,82.193,254.1718,8.678207,0.03414308,251.05185,11.798157,0.046994902,19.488632,3.1979609,15,15,Asia/Kolkata,IST,19800000,FALSE,FALSE,FALSE,262.95,2.75344E+12,262.7,NSI,324.6,228,3.1 - Hold,4.06,WIPRO.NS,,
30,en-US,US,EQUITY,Equity,Free Realtime Quote,FALSE,LOW,INR,INR,BAJAJ AUTO LIMITED,-0.24005312,FALSE,1.0255E+12,2,-23.5,1767861758,9766,9888,9749.5 - 9888.0,9749.5,435158,9789.5,0,0,in_market,finmb_32669680,NSE,Bajaj Auto Limited,9799.5,345678,370797,[],2676.65,0.37755927,7089.35 - 9888.0,-122,-0.012338188,10.792959,1762509600,1769508000,1769508000,1762519500,1762519500,TRUE,0,32.81586,210,0,REGULAR,297.6,384.4192,339.07172,28.802166,279222312,1223.784,9047.04,718.95996,0.079469085,8635.742,1130.2578,0.13088137,25.404558,7.980166,15,15,Asia/Kolkata,IST,19800000,FALSE,FALSE,FALSE,9765,2.72689E+12,9758.5,NSI,9888,7089.35,2.6 - Hold,2.15,BAJAJ-AUTO.NS,,
31,en-US,US,EQUITY,Equity,Free Realtime Quote,FALSE,LOW,INR,INR,ASIAN PAINTS LIMITED,-0.8863068,FALSE,1.0255E+12,2,-24.899902,1767861758,2784.5,2804.7,2770.1 - 2804.7,2770.1,408965,2809.4,0,0,in_market,finmb_878276,NSE,Asian Paints Limited,2795,1279525,1185782,[],659.75,0.31050712,2124.75 - 2985.7,-201.19995,-0.067387864,19.538761,1769508000,1769508000,1769508000,1762948800,1762948800,FALSE,25.05,68.34806,25.05,0.008916494,REGULAR,40.74,51.92843,46.06205,60.451065,958578217,204.34,2786.568,-2.0681152,-0.000742173,2499.3098,285.1902,0.11410758,53.62188,13.626799,15,15,Asia/Kolkata,IST,19800000,FALSE,FALSE,FALSE,2784.5,2.66954E+12,2783.8,NSI,2985.7,2124.75,2.9 - Hold,0.89,ASIANPAINT.NS,,
32,en-US,US,EQUITY,Equity,Free Realtime Quote,FALSE,LOW,INR,INR,TATA MOTORS PASS VEH LTD,-1.2107854,FALSE,1.7605E+12,2,-4.399994,1767861760,358.95,365.35,358.5 - 365.35,358.5,4977368,363.35,,,in_market,finmb_874652,NSE,Tata Motors Passenger Vehicles Limited,363.3,12398036,10415801,[],21.25,0.062925674,337.7 - 419.0,-60.049988,-0.14331739,-7.035947,1763114400,1771063200,1771063200,1763125200,1763125200,TRUE,0,11.512188,6,0,REGULAR,31.18,42.37294,14.00087,25.637693,3682331373,300.66,370.707,-11.756989,-0.031715043,374.83447,-15.88446,-0.042377267,8.471209,1.1938735,15,15,Asia/Kolkata,IST,19800000,FALSE,FALSE,FALSE,359,2.64255E+12,358.95,NSI,419,337.7,3.2 - Hold,1.65,TMPV.NS,Tata Motors Limited,08-01-2026
33,en-US,US,EQUITY,Equity,Free Realtime Quote,FALSE,LOW,INR,INR,COAL INDIA LTD,-1.5405986,FALSE,1.28884E+12,2,-6.649994,1767861760,425,434,423.45 - 434.0,423.45,4491612,431.65,0,0,in_market,finmb_9192276,NSE,Coal India Limited,431.65,6377341,10149173,[],75.75,0.21689335,349.25 - 436.7,-11.700012,-0.026791874,15.97259,1761732000,1769508000,1769508000,1708338600,1708338600,TRUE,10.75,8.394233,26.5,0.024904437,REGULAR,50.63,54.711,52.00984,8.171531,6162728327,171.077,387.984,37.01599,0.09540597,388.80276,36.197235,0.09309922,7.7680907,2.4842615,15,15,Asia/Kolkata,IST,19800000,FALSE,FALSE,FALSE,425,2.61916E+12,424.9,NSI,436.7,349.25,2.4 - Buy,6.14,COALINDIA.NS,,
34,en-US,US,EQUITY,Equity,Free Realtime Quote,FALSE,LOW,INR,INR,ETERNAL LIMITED,0.88999647,FALSE,1.62701E+12,2,2.5,1767861758,283.45,287.4,279.0 - 287.4,279,31428714,280.95,,,in_market,finmb_112318630,NSE,Eternal Limited,280.55,28409818,21581684,[],88.65001,0.45508218,194.8 - 368.45,-85,-0.23069616,14.50988,1760608800,1760608800,1760608800,1760614200,1760614200,FALSE,0,1417.25,,0,REGULAR,0.2,2.43681,0.52084,544.21704,9098866313,33.193,297.648,-14.197998,-0.047700632,281.9138,1.5362244,0.00544927,116.320114,8.539452,15,15,Asia/Kolkata,IST,19800000,FALSE,FALSE,FALSE,283.25,2.57907E+12,283.2,NSI,368.45,194.8,1.7 - Buy,,ETERNAL.NS,Zomato Limited,08-01-2026
35,en-US,US,EQUITY,Equity,Free Realtime Quote,FALSE,LOW,INR,INR,NESTLE INDIA LIMITED,-0.45634314,FALSE,1.02912E+12,2,-6,1767861759,1308.8,1315.1,1299.0 - 1315.1,1299,347109,1314.8,0,0,in_market,finmb_877826,NSE,Nestlé India Limited,1309.1,1091749,1190321,[],253.80005,0.24056877,1055.0 - 1332.7,-23.899902,-0.017933445,16.557705,1760608800,1760608800,1760608800,,,FALSE,12.125,85.82295,20,0.009221935,REGULAR,15.25,19.52217,16.66103,78.55457,1928314320,22.996,1263.126,45.674072,0.036159553,1207.2598,101.54028,0.08410806,67.04173,56.914246,15,15,Asia/Kolkata,IST,19800000,FALSE,FALSE,FALSE,1308.8,2.52378E+12,1308.1,NSI,1332.7,1055,2.8 - Hold,1.52,NESTLEIND.NS,,
36,en-US,US,EQUITY,Equity,Free Realtime Quote,FALSE,LOW,INR,INR,HINDUSTAN ZINC LIMITED,-6.239579,FALSE,1.02912E+12,2,-39.299988,1767861760,590.7,623.45,588.35 - 623.45,588.35,17258345,630,0,0,in_market,finmb_882854,NSE,Hindustan Zinc Limited,623,8238296,11011874,[],212.55002,0.5620786,378.15 - 656.35,-65.64996,-0.1000228,43.934204,1760695200,1760695200,1760695200,1760697000,1760697000,FALSE,0,23.618553,29,0,REGULAR,25.01,32.60374,28.50928,20.71957,4225319000,32.42,530.86,59.840027,0.11272281,470.46475,120.23526,0.25556698,18.117554,18.220236,15,15,Asia/Kolkata,IST,19800000,FALSE,FALSE,FALSE,591.45,2.4959E+12,591.2,NSI,656.35,378.15,2.9 - Hold,4.6,HINDZINC.NS,,
37,en-US,US,EQUITY,Equity,Free Realtime Quote,FALSE,LOW,INR,INR,AVENUE SUPERMARTS LIMITED,-1.2416751,FALSE,1.49007E+12,2,-47.700195,1767861754,3793.9,3872.4,3789.6 - 3872.4,3789.6,259412,3841.6,0,0,in_market,finmb_113890200,NSE,Avenue Supermarts Limited,3843,371895,543981,[],453.8999,0.13589817,3340.0 - 4949.5,-1155.6001,-0.23347814,0.72892904,1768039200,1768039200,1768039200,,,FALSE,0,90.61142,,0,REGULAR,41.87,58.115,47.56455,79.76318,650733068,351.86,3927.494,-133.594,-0.034015074,4202.399,-408.49902,-0.09720615,65.28262,10.7824135,15,15,Asia/Kolkata,IST,19800000,FALSE,FALSE,FALSE,3793,2.46882E+12,3792.1,NSI,4949.5,3340,3.0 - Hold,,DMART.NS,,
38,en-US,US,EQUITY,Equity,Free Realtime Quote,FALSE,LOW,INR,INR,POWER GRID CORP. LTD.,-2.1969764,FALSE,1.19156E+12,2,-5.8000183,1767861760,258.3,265.3,257.95 - 265.3,257.95,6507745,264.1,0,0,in_market,finmb_9537783,NSE,Power Grid Corporation of India Limited,264,11661505,9466897,[],10.999985,0.044480328,247.3 - 322.0,-63.700012,-0.19782613,-13.480753,1762164000,1770026400,1770026400,1762252200,1762252200,TRUE,9,16.686047,13.5,0.034078,REGULAR,15.48,18.62601,17.27724,14.950303,9300603819,106.531,269.84,-11.540009,-0.042766117,287.1355,-28.83551,-0.10042475,13.867703,2.4246464,15,15,Asia/Kolkata,IST,19800000,FALSE,FALSE,FALSE,258.25,2.40235E+12,258.1,NSI,322,247.3,2.4 - Buy,5.11,POWERGRID.NS,,
39,en-US,US,EQUITY,Equity,Free Realtime Quote,FALSE,LOW,INR,INR,VEDANTA LIMITED,-3.1501184,FALSE,8.20468E+11,2,-19.600037,1767861760,602.6,619.1,595.0 - 619.1,595,14636317,622.2,0,0,in_market,finmb_878252,NSE,Vedanta Limited,619,11502391,11503279,[],239.59998,0.66005504,363.0 - 629.9,-27.300049,-0.043340288,41.763496,1761904800,1769680800,1769680800,1761910200,1761910200,TRUE,51.5,19.763857,51.5,0.08277081,REGULAR,30.49,56.23974,45.09109,13.3640585,3905304540,102.928,545.267,57.332947,0.10514655,468.4205,134.17947,0.2864509,10.714843,5.8545775,15,15,Asia/Kolkata,IST,19800000,FALSE,FALSE,FALSE,602.75,2.35334E+12,602.35,NSI,629.9,363,1.7 - Buy,8.28,VEDL.NS,,
40,en-US,US,EQUITY,Equity,Free Realtime Quote,FALSE,LOW,INR,INR,TATA STEEL LIMITED,-1.6045674,FALSE,8.20468E+11,2,-2.949997,1767861760,180.85,185.87,179.61 - 185.87,179.61,30735037,183.8,0,0,in_market,finmb_874170,NSE,Tata Steel Limited,185.45,25161348,30161286,[],58.230003,0.47488177,122.62 - 187.85,-7,-0.037263773,41.46079,1762941600,1769594400,1769594400,1763015400,1763015400,TRUE,0,33.12271,3.6,0,REGULAR,5.46,16.7,13.5,13.3962965,12471847611,76.221,173.3122,7.5378113,0.04349268,162.26065,18.589355,0.11456478,10.829341,2.3727057,15,15,Asia/Kolkata,IST,19800000,FALSE,FALSE,FALSE,180.91,2.25553E+12,180.9,NSI,187.85,122.62,2.3 - Buy,1.96,TATASTEEL.NS,,
41,en-US,US,EQUITY,Equity,Free Realtime Quote,FALSE,LOW,INR,INR,INDIAN OIL CORP LTD,-3.3929584,FALSE,8.2954E+11,2,-5.5200043,1767861760,157.15,162.7,156.8 - 162.7,156.8,9090362,162.67,0,0,in_market,finmb_7844179,NSE,Indian Oil Corporation Limited,162.67,13457383,11067267,[],46.429993,0.41934603,110.72 - 174.5,-17.350006,-0.09942697,23.048412,1761559200,1769508000,1769508000,1761640200,1761640200,TRUE,0,8.7015505,8,0,REGULAR,18.06,18.81395,21.71798,7.23594,14121238383,143.199,165.6844,-8.534409,-0.05151003,149.53175,7.6182404,0.05094731,8.352844,1.0974238,15,15,Asia/Kolkata,IST,19800000,FALSE,FALSE,FALSE,157.21,2.21915E+12,157.17,NSI,174.5,110.72,2.2 - Buy,4.92,IOC.NS,,
42,en-US,US,EQUITY,Equity,Free Realtime Quote,FALSE,LOW,INR,INR,SBI LIFE INSURANCE CO LTD,0.63721704,FALSE,1.507E+12,2,13.199951,1767861756,2084,2095.5,2067.7 - 2095.5,2067.7,755268,2070.8,0,0,in_market,finmb_11436324,NSE,SBI Life Insurance Company Limited,2080.9,872765,854082,[],711.44995,0.5183417,1372.55 - 2109.6,-25.600098,-0.012135047,41.01944,1761300000,1768471200,1768471200,1761303600,1761303600,TRUE,0,85.27005,2.7,0,REGULAR,24.44,32.8055,28.34733,73.516624,1002829838,182.376,2010.508,73.49194,0.036553916,1840.0923,243.90771,0.1325519,63.525932,11.426942,15,15,Asia/Kolkata,IST,19800000,FALSE,FALSE,FALSE,2084.6,2.0899E+12,2084.1,NSI,2109.6,1372.55,1.3 - Strong Buy,0.13,SBILIFE.NS,,
43,en-US,US,EQUITY,Equity,Free Realtime Quote,FALSE,LOW,INR,INR,EICHER MOTORS LTD,-0.25717112,FALSE,8.20468E+11,2,-19.5,1767861759,7563,7601,7539.0 - 7601.0,7539,347820,7582.5,0,0,in_market,finmb_8983678,NSE,Eicher Motors Limited,7590,456220,484463,[],2917,0.6278519,4646.0 - 7601.0,-38,-0.004999342,47.52233,,1763028000,1763028000,1753965000,1753965000,TRUE,0,40.71163,70,0,REGULAR,185.77,227.22128,196.15182,38.55687,274299237,805.256,7119.52,443.47998,0.062290713,6231.29,1331.71,0.21371336,33.284733,9.392044,15,15,Asia/Kolkata,IST,19800000,FALSE,FALSE,FALSE,7563.5,2.07453E+12,7563,NSI,7601,4646,2.4 - Buy,0.92,EICHERMOT.NS,,
44,en-US,US,EQUITY,Equity,Free Realtime Quote,FALSE,LOW,INR,INR,HINDALCO  INDUSTRIES  LTD,-3.7512667,FALSE,8.20468E+11,2,-35.200012,1767861761,903.25,934.2,898.6 - 934.2,898.6,4980037,938.45,0,0,in_market,finmb_878428,NSE,Hindalco Industries Limited,934.05,5785149,6790849,[],356.8,0.6529417,546.45 - 970.8,-67.54999,-0.06958178,59.261776,1762509600,1762509600,1762509600,1762513200,1762513200,FALSE,5,11.310418,5,0.005327934,REGULAR,79.86,76.97987,73.3113,12.320747,2235127576,607.505,835.612,67.638,0.08094427,725.7325,177.51752,0.24460462,11.733586,1.486819,15,15,Asia/Kolkata,IST,19800000,FALSE,FALSE,FALSE,903.3,2.01888E+12,903,NSI,970.8,546.45,2.6 - Hold,0.53,HINDALCO.NS,,
45,en-US,US,EQUITY,Equity,Free Realtime Quote,FALSE,LOW,INR,INR,HYUNDAI MOTOR INDIA LTD,-0.9229487,FALSE,1.72957E+12,2,-21.800049,1767861741,2340.2,2362,2330.0 - 2362.0,2330,180873,2362,,,in_market,finmb_9003490,NSE,,2362,831295,571762,[],798.5,0.51793474,1541.7 - 2890.0,-549.80005,-0.19024223,32.284164,,1747393140,1747393140,1747408200,1747408200,FALSE,0,33.2462,21,0,REGULAR,70.39,86.5953,74.29779,31.497572,812541100,216.076,2338.536,1.6640625,0.000711583,2181.222,158.97803,0.07288485,27.02456,10.830448,15,15,Asia/Kolkata,IST,19800000,FALSE,FALSE,FALSE,2341.3,1.90151E+12,2340.2,NSI,2890,1541.7,1.7 - Buy,0.89,HYUNDAI.NS,,
46,en-US,US,EQUITY,Equity,Free Realtime Quote,FALSE,LOW,INR,INR,GRASIM INDUSTRIES LTD,-1.3111587,FALSE,1.0255E+12,2,-37.200195,1767861760,2799.9,2831.9,2789.9 - 2831.9,2789.9,233187,2837.1,0,0,in_market,finmb_877959,NSE,Grasim Industries Limited,2821,529127,576607,[],522.94995,0.22967125,2276.95 - 2977.8,-177.90015,-0.05974214,17.702461,1762336800,1762336800,1762336800,1763098200,1763098200,FALSE,0,44.05822,10,0,REGULAR,63.55,122.84538,84.51814,33.127796,678553102,1468.673,2792.866,7.0339355,0.002518537,2760.6428,39.25708,0.014220268,22.792065,1.9064147,15,15,Asia/Kolkata,IST,19800000,FALSE,FALSE,FALSE,2799.9,1.90016E+12,2799.8,NSI,2977.8,2276.95,1.6 - Buy,0.35,GRASIM.NS,,
47,en-US,US,EQUITY,Equity,Free Realtime Quote,FALSE,LOW,INR,INR,INTERGLOBE AVIATION LTD,-0.817934,FALSE,1.44713E+12,2,-40.5,1767861761,4910.5,4992.5,4893.5 - 4992.5,4893.5,942763,4951,0,0,in_market,finmb_8285079,NSE,InterGlobe Aviation Limited,4959,1832660,804563,[],965.5,0.24474017,3945.0 - 6232.5,-1322,-0.21211392,16.205656,1762250400,1762250400,1762250400,1762255800,1762255800,FALSE,0,37.147285,10,0,REGULAR,132.19,221.44675,163.9741,29.946802,386591098,223.364,5406.49,-495.99023,-0.09173978,5579.1147,-668.61475,-0.11984245,22.174631,21.984295,15,15,Asia/Kolkata,IST,19800000,FALSE,FALSE,FALSE,4911,1.89836E+12,4909,NSI,6232.5,3945,1.6 - Buy,0.2,INDIGO.NS,,
48,en-US,US,EQUITY,Equity,Free Realtime Quote,FALSE,LOW,INR,INR,JIO FIN SERVICES LTD,-2.9983547,FALSE,1.69259E+12,2,-9.100006,1767861758,294.4,304.3,293.85 - 304.3,293.85,8271378,303.5,,,in_market,finmb_38296017,NSE,Jio Financial Services Limited,303.3,8581480,8121969,[],95.75,0.48200354,198.65 - 338.6,-44.200012,-0.13053754,4.9265385,,1752490740,1752840000,1744898400,1744898400,TRUE,0,116.82539,0.5,0,REGULAR,2.52,3.9,3.4,86.588234,6353141623,213.244,301.736,-7.3359985,-0.02431264,295.188,-0.7879944,-0.002669466,75.487175,1.380578,15,15,Asia/Kolkata,IST,19800000,FALSE,FALSE,FALSE,294.45,1.87036E+12,294.3,NSI,338.6,198.65,,0.16,JIOFIN.NS,,
49,en-US,US,EQUITY,Equity,Free Realtime Quote,FALSE,LOW,INR,INR,SHRIRAM FINANCE LIMITED,-0.29619473,FALSE,1.0255E+12,2,-2.9499512,1767861756,992.9,1002.55,981.1 - 1002.55,981.1,2798193,995.85,,,in_market,finmb_9438360,NSE,Shriram Finance Limited,1001.4,8115633,6654558,[],499.55002,1.0125672,493.35 - 1025.6,-32.69995,-0.031883728,77.20697,1761904800,1769767200,1769767200,1761917400,1761917400,TRUE,10.3,18.991968,14.7,0.010342924,REGULAR,52.28,59.69808,52.43305,18.936531,1881362101,322.11,869.098,123.802,0.14244884,703.6005,289.2995,0.4111701,16.632027,3.0824876,15,15,Asia/Kolkata,IST,19800000,FALSE,FALSE,FALSE,992.9,1.868E+12,992.75,NSI,1025.6,493.35,1.3 - Strong Buy,1.48,SHRIRAMFIN.NS,Shriram Transport Finance Company Limited,08-01-2026
50,en-US,US,EQUITY,Equity,Free Realtime Quote,FALSE,LOW,INR,INR,TVS MOTOR COMPANY  LTD,-0.7656624,FALSE,9.65188E+11,2,-29.399902,1767861757,3810.8,3854,3805.5 - 3854.0,3805.5,211751,3840.2,0,0,in_market,finmb_878598,NSE,TVS Motor Company Limited,3840.2,752264,628130,[],1639.4001,0.7549969,2171.4 - 3909.0,-98.19995,-0.025121503,65.06695,1761645600,1769594400,1769594400,1761651000,1761651000,TRUE,0,69.40084,10,0,REGULAR,54.91,91.766,74.92411,50.862133,474919087,170.789,3590.328,220.47217,0.061407253,3164.3745,646.42554,0.20428225,41.527363,22.312912,15,15,Asia/Kolkata,IST,19800000,FALSE,FALSE,FALSE,3809.3,1.80982E+12,3810.4,NSI,3909,2171.4,2.2 - Buy,0.26,TVSMOTOR.NS,,
